age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,capital-gains,capital-loss,incident_date,accident_type,collision_type,incident_severity,authorities_contacted,state,city,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
30,354481,IN,100/300,1000,1342.02,0,MALE,0,0,2015-02-28,Parked Car,?,Trivial Damage,,VA,Arlington,YES,0,NO,4500,450,450,3600,Saab,93,1999
36,979285,IL,250/500,2000,1313.51,7000000,FEMALE,68500,0,2015-02-03,Vehicle Theft,?,Trivial Damage,,SC,Northbrook,?,2,?,2800,280,280,2240,Volkswagen,Passat,2015
47,594722,OH,500/1000,2000,1102.29,0,FEMALE,73000,-37900,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,NO,1,YES,54000,6000,6000,42000,Toyota,Highlander,1996
47,369048,IL,500/1000,500,1527.95,0,MALE,69400,0,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,YES,0,?,77800,15560,15560,46680,Dodge,RAM,2002
57,514424,IN,100/300,1000,1366.39,0,MALE,0,-22400,2015-01-30,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,YES,2,NO,52560,11680,5840,35040,Saab,93,1995
41,954191,OH,500/1000,1000,1403.9,0,FEMALE,0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,?,1,YES,44110,4010,8020,32080,Honda,Accord,2015
30,150181,IL,500/1000,2000,927.23,0,FEMALE,51500,0,2015-01-13,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,NO,1,?,74360,13520,6760,54080,Suburu,Forrestor,2009
53,457244,IL,500/1000,2000,736.07,6000000,MALE,45700,0,2015-02-04,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,?,0,YES,62280,5190,10380,46710,Suburu,Forrestor,2012
44,206667,IL,250/500,1000,974.16,6000000,FEMALE,0,-56800,2015-02-07,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,?,1,YES,26730,4860,4860,17010,Volkswagen,Jetta,2006
29,745200,OH,500/1000,500,973.8,0,FEMALE,0,-85900,2015-01-16,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,?,1,NO,66200,6620,6620,52960,Dodge,Neon,2013
26,412703,OH,100/300,2000,1260.32,6000000,MALE,0,-79800,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,?,1,?,45500,9100,4550,31850,Toyota,Corolla,2009
41,736771,IN,100/300,1000,1464.03,0,MALE,0,0,2015-02-08,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,?,2,?,53040,4420,4420,44200,Audi,A3,2006
41,626074,IN,250/500,2000,1724.46,6000000,FEMALE,81800,0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,?,1,?,44200,4420,4420,35360,Audi,A5,2014
34,218109,IL,500/1000,500,1161.31,0,FEMALE,64800,-24300,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,YES,1,?,62920,11440,5720,45760,Chevrolet,Malibu,2012
41,500384,IL,250/500,2000,1241.04,0,FEMALE,0,0,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,NO,2,YES,100210,18220,18220,63770,Audi,A5,2014
30,903785,OH,500/1000,500,1757.21,0,MALE,46400,0,2015-02-02,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,NO,1,YES,49140,5460,5460,38220,Ford,F150,2007
38,873859,OH,250/500,1000,802.24,0,FEMALE,0,-62500,2015-02-23,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,NO,0,?,66840,16710,5570,44560,Mercedes,E400,2014
21,204294,IN,500/1000,1000,1342.72,0,MALE,0,-45300,2015-02-10,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,?,1,?,62460,6940,6940,48580,Honda,Accord,2003
36,467106,OH,100/300,2000,1209.41,5000000,MALE,0,0,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,YES,0,?,62810,11420,11420,39970,Nissan,Ultima,1999
33,357713,OH,500/1000,1000,1141.71,2000000,FEMALE,36700,-73400,2015-01-04,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,YES,1,?,54160,6770,6770,40620,Suburu,Legacy,2009
35,890026,IL,100/300,500,1090.03,0,FEMALE,0,-51000,2015-01-30,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,YES,0,NO,48400,9680,4840,33880,Saab,92x,2005
48,751612,IN,250/500,1000,1464.73,3000000,MALE,54900,-36700,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,?,0,NO,51480,5720,5720,40040,Toyota,Highlander,2013
36,876680,OH,100/300,1000,1118.58,0,FEMALE,0,-36600,2015-01-22,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,NO,2,NO,51700,5170,10340,36190,Saab,95,2003
58,756981,OH,250/500,2000,1117.04,0,MALE,0,-42700,2015-01-01,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,?,1,?,65520,10920,5460,49140,Volkswagen,Jetta,2009
31,411289,OH,250/500,2000,1082.72,0,FEMALE,61400,-57500,2015-01-15,Vehicle Theft,?,Minor Damage,,SC,Northbend,YES,2,NO,5220,580,580,4060,Accura,MDX,2015
57,538466,IN,100/300,1000,1191.8,6000000,MALE,55600,0,2015-01-06,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,NO,1,?,73320,6110,12220,54990,Ford,Fusion,2012
46,932097,IN,100/300,1000,1242.02,0,MALE,0,-28800,2015-02-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,YES,0,YES,74900,14980,7490,52430,Jeep,Grand Cherokee,2003
27,463727,OH,250/500,500,1075.71,0,FEMALE,0,-47400,2015-02-17,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,?,0,YES,3190,580,290,2320,Saab,95,2015
33,552618,IN,100/300,1000,969.88,6000000,MALE,0,0,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,NO,1,YES,76920,12820,6410,57690,Chevrolet,Malibu,2002
53,936638,OH,250/500,2000,1459.93,0,FEMALE,0,0,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,YES,1,NO,77990,7090,14180,56720,Jeep,Wrangler,2012
46,348814,IL,500/1000,1000,1245.61,0,MALE,0,0,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,YES,1,?,59670,9180,9180,41310,Ford,Escape,2008
51,689901,IN,100/300,2000,1398.46,0,MALE,0,0,2015-02-02,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,?,0,NO,82830,7530,15060,60240,Audi,A5,2004
30,396224,IN,100/300,500,1455.65,4000000,FEMALE,0,-66300,2015-02-15,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Hillsdale,?,2,NO,79800,15960,7980,55860,Honda,Civic,1999
41,682178,OH,500/1000,2000,1140.31,0,MALE,29300,-64700,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Arlington,?,0,YES,53020,9640,9640,33740,Toyota,Corolla,1999
45,596298,IN,500/1000,500,1330.46,0,FEMALE,54800,-64100,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Hillsdale,?,0,NO,24200,2200,4400,17600,Suburu,Forrestor,2008
40,253005,OH,250/500,2000,1190.6,0,MALE,0,-45300,2015-01-06,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,?,1,YES,43230,7860,7860,27510,Chevrolet,Silverado,2001
45,985924,OH,250/500,500,972.5,0,FEMALE,0,0,2015-01-19,Vehicle Theft,?,Trivial Damage,,NC,Springfield,NO,2,NO,3190,290,580,2320,Ford,Escape,1995
43,631565,IN,100/300,2000,1161.91,0,FEMALE,0,-50400,2015-01-17,Parked Car,?,Minor Damage,,WV,Northbrook,?,0,NO,5850,1300,650,3900,BMW,M5,2006
29,630998,OH,250/500,1000,1117.17,0,FEMALE,0,-29900,2015-02-12,Parked Car,?,Trivial Damage,Police,SC,Arlington,YES,2,YES,6820,620,1240,4960,BMW,3 Series,2005
44,926665,OH,250/500,2000,1101.51,0,FEMALE,64000,0,2015-02-11,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,NO,2,NO,69480,11580,11580,46320,Chevrolet,Tahoe,2008
29,302669,IL,100/300,1000,1523.17,0,MALE,0,0,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Northbend,?,1,YES,94560,7880,15760,70920,Jeep,Grand Cherokee,1995
39,620020,OH,500/1000,1000,984.45,0,MALE,0,0,2015-01-02,Vehicle Theft,?,Minor Damage,,NC,Riverwood,YES,1,?,7800,780,780,6240,Dodge,RAM,1997
32,439828,OH,500/1000,2000,1257.0,4000000,FEMALE,63900,-43700,2015-01-11,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,NO,1,NO,61270,5570,11140,44560,Suburu,Legacy,1999
49,971295,OH,500/1000,500,1434.51,0,FEMALE,0,0,2015-02-23,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,?,0,YES,71440,8930,8930,53580,Mercedes,ML350,2005
37,165565,OH,250/500,2000,1628.0,0,FEMALE,0,0,2015-01-28,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,YES,1,YES,55600,11120,5560,38920,Jeep,Grand Cherokee,2009
44,936543,IN,500/1000,500,1412.31,0,MALE,0,0,2015-02-01,Vehicle Theft,?,Trivial Damage,Police,NC,Riverwood,NO,1,NO,5000,1000,500,3500,Jeep,Wrangler,2005
33,296960,IL,250/500,500,1362.87,5000000,FEMALE,56900,-56900,2015-02-24,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Springfield,NO,2,?,95810,14740,14740,66330,BMW,X5,2007
41,501692,IN,100/300,1000,1134.68,0,FEMALE,0,0,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,NO,2,?,69300,6930,13860,48510,Volkswagen,Jetta,1996
37,525224,IN,250/500,1000,1306.78,0,MALE,0,0,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbend,?,1,NO,81120,13520,20280,47320,Toyota,Camry,1995
21,355085,IN,500/1000,500,1021.9,0,MALE,0,0,2015-02-05,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,?,0,?,91260,14040,14040,63180,Toyota,Corolla,2012
48,830729,IN,100/300,1000,1538.6,0,FEMALE,0,-54700,2015-01-11,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbend,?,0,?,60600,6060,12120,42420,Ford,Fusion,2004
35,131478,IL,500/1000,1000,1346.27,0,MALE,44900,-91400,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,NO,0,?,58200,5820,5820,46560,BMW,X5,2013
31,268833,IN,100/300,1000,1338.4,4000000,FEMALE,63600,0,2015-02-25,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Hillsdale,?,1,NO,60570,6730,6730,47110,Nissan,Maxima,2011
58,808153,IN,500/1000,2000,977.4,0,MALE,82200,0,2015-01-03,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,YES,2,NO,55700,5570,11140,38990,Nissan,Maxima,2014
47,687639,IN,250/500,2000,1181.46,10000000,FEMALE,0,-67400,2015-02-12,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Arlington,YES,1,YES,62370,5670,5670,51030,Dodge,Neon,2001
45,497347,OH,500/1000,500,1187.53,0,FEMALE,83200,-53300,2015-02-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,?,0,YES,54340,9880,0,44460,Saab,92x,2005
34,847123,IL,100/300,500,1442.27,0,MALE,67900,0,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,?,2,YES,58500,11700,5850,40950,Dodge,RAM,1999
32,172307,OH,100/300,2000,1276.43,0,MALE,0,0,2015-02-09,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,?,0,?,59940,6660,6660,46620,Honda,CRV,1995
28,810189,OH,250/500,500,1075.41,0,MALE,55200,0,2015-02-15,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbend,NO,1,NO,73400,7340,7340,58720,Dodge,Neon,1996
23,432068,IL,100/300,500,1111.72,0,MALE,54600,0,2015-02-25,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,Riverwood,?,1,?,41850,4650,4650,32550,Suburu,Legacy,1997
40,253085,IL,500/1000,1000,1575.86,0,FEMALE,0,0,2015-01-12,Vehicle Theft,?,Trivial Damage,Police,WV,Northbrook,NO,1,NO,3190,580,290,2320,Audi,A5,2004
29,180720,IN,250/500,1000,1115.27,0,MALE,0,-66000,2015-01-01,Parked Car,?,Trivial Damage,,VA,Hillsdale,YES,2,YES,5900,590,590,4720,Nissan,Pathfinder,2010
31,492224,IN,500/1000,2000,1175.7,0,MALE,0,0,2015-02-19,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,NO,0,NO,57330,6370,6370,44590,Dodge,Neon,2006
50,411477,OH,100/300,500,793.15,0,MALE,54600,-45500,2015-01-14,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Hillsdale,NO,0,NO,81960,13660,13660,54640,Dodge,Neon,2008
34,312940,IN,500/1000,1000,1056.71,0,FEMALE,77900,0,2015-01-20,Parked Car,?,Minor Damage,,VA,Columbus,NO,2,?,3770,580,580,2610,Jeep,Grand Cherokee,2002
36,855186,IN,500/1000,2000,1255.68,6000000,FEMALE,23600,-15600,2015-02-18,Parked Car,?,Minor Damage,,NC,Arlington,NO,0,?,7400,740,1480,5180,Dodge,Neon,2014
37,812989,IN,250/500,500,1178.95,6000000,FEMALE,0,-67300,2015-01-16,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Springfield,YES,2,YES,49400,4940,9880,34580,Jeep,Wrangler,2005
53,993840,IL,250/500,500,1793.16,0,MALE,0,0,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Riverwood,YES,2,NO,68750,12500,6250,50000,Chevrolet,Malibu,2009
32,327856,OH,100/300,500,1008.38,0,FEMALE,37900,0,2015-02-01,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Arlington,NO,1,?,61500,12300,6150,43050,Dodge,Neon,2013
39,506333,IL,100/300,500,1396.83,0,FEMALE,0,0,2015-01-06,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbend,?,0,NO,76890,6990,13980,55920,BMW,X6,2007
32,263159,OH,100/300,500,1402.78,5000000,FEMALE,70300,-50300,2015-02-02,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbrook,YES,0,?,56070,6230,12460,37380,Toyota,Camry,2012
30,372912,IN,100/300,1000,1437.88,0,FEMALE,42800,-51200,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,NO,2,YES,56000,14000,0,42000,Chevrolet,Malibu,2003
33,552788,IL,500/1000,1000,1313.64,0,FEMALE,12100,0,2015-02-10,Parked Car,?,Trivial Damage,,NY,Hillsdale,YES,1,NO,4290,780,390,3120,Audi,A3,1997
37,722747,IL,250/500,500,1482.14,0,FEMALE,33000,-43600,2015-02-22,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Arlington,?,2,NO,60750,6750,6750,47250,Suburu,Forrestor,2003
30,248467,IL,250/500,2000,1171.75,0,FEMALE,46500,-42700,2015-01-31,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,?,2,NO,48730,4430,4430,39870,Chevrolet,Malibu,2011
43,955953,IL,500/1000,2000,1353.33,0,MALE,0,-8500,2015-02-12,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,YES,2,NO,95150,17300,17300,60550,Ford,Escape,2007
24,910622,IN,100/300,500,1175.51,0,MALE,0,0,2015-01-06,Vehicle Theft,?,Minor Damage,Police,NY,Columbus,?,0,YES,7480,680,680,6120,Dodge,Neon,2003
51,343421,OH,500/1000,500,1480.79,9000000,FEMALE,0,-12100,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Hillsdale,YES,0,?,103560,8630,17260,77670,Jeep,Wrangler,1997
38,413192,IN,500/1000,2000,1453.92,0,FEMALE,51700,0,2015-02-21,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Hillsdale,YES,2,?,79500,15900,7950,55650,Accura,MDX,1995
54,171147,IL,100/300,2000,714.03,0,MALE,0,-17000,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,YES,0,NO,59520,9920,9920,39680,Honda,Accord,2001
41,461962,IL,100/300,500,914.22,0,MALE,37900,-72900,2015-01-22,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Springfield,NO,2,NO,84590,15380,7690,61520,Saab,93,2013
38,149467,OH,500/1000,1000,1601.47,0,MALE,64400,0,2015-02-15,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Columbus,YES,2,?,61650,6850,6850,47950,Nissan,Ultima,2006
33,758740,IL,500/1000,1000,1096.79,6000000,FEMALE,45500,-60600,2015-01-07,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,Springfield,?,2,?,81400,8140,8140,65120,BMW,M5,1998
34,628337,IN,100/300,2000,1078.22,0,FEMALE,54500,0,2015-02-23,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbend,NO,0,YES,58410,10620,5310,42480,Chevrolet,Tahoe,2007
56,574637,IL,250/500,1000,1595.28,0,FEMALE,0,0,2015-01-06,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,?,0,?,38610,3510,3510,31590,Volkswagen,Passat,2007
37,373600,OH,100/300,1000,1217.84,5000000,FEMALE,49600,0,2015-02-07,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,?,2,NO,57600,9600,9600,38400,Volkswagen,Passat,2015
35,930032,IL,100/300,2000,1117.42,0,FEMALE,0,-51900,2015-02-14,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,NO,2,NO,53190,5910,11820,35460,Volkswagen,Jetta,1996
38,238412,IL,500/1000,2000,1294.93,6000000,MALE,38000,-50300,2015-02-14,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,Springfield,YES,1,NO,64620,7180,0,57440,Dodge,Neon,2003
51,484321,IL,250/500,1000,1152.12,0,MALE,0,-62400,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,NO,2,YES,90480,15080,15080,60320,BMW,X6,2000
49,795847,IL,100/300,1000,1441.21,0,FEMALE,0,0,2015-01-04,Vehicle Theft,?,Trivial Damage,,SC,Columbus,NO,1,NO,7080,1180,1180,4720,Nissan,Maxima,2001
36,792673,OH,500/1000,2000,1233.96,0,FEMALE,34500,-60600,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Hillsdale,NO,1,NO,55900,5590,5590,44720,Nissan,Ultima,2015
44,976645,IL,100/300,500,1047.06,6000000,MALE,0,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Springfield,NO,0,NO,69850,12700,6350,50800,Ford,Fusion,1999
21,918037,OH,250/500,1000,1390.29,0,FEMALE,0,-41200,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Northbrook,NO,0,?,62900,12580,6290,44030,Accura,MDX,2006
40,373731,IL,100/300,1000,1226.78,0,MALE,49600,-49200,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,YES,2,?,81500,16300,8150,57050,BMW,3 Series,2013
56,836272,OH,100/300,500,1280.9,0,MALE,48900,-40900,2015-01-30,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Springfield,NO,2,?,50000,15000,5000,30000,Jeep,Wrangler,2009
28,167231,IN,100/300,2000,1472.77,0,MALE,0,-31700,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,?,2,?,48290,8780,8780,30730,Nissan,Maxima,1995
29,743330,OH,500/1000,1000,1878.44,0,MALE,0,-76000,2015-02-20,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,NO,0,?,59070,5370,5370,48330,Chevrolet,Malibu,2003
24,807369,IN,500/1000,500,1418.5,0,FEMALE,0,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,?,0,NO,63300,12660,6330,44310,Dodge,RAM,2012
46,735307,IL,100/300,500,1532.8,0,MALE,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,NO,0,YES,65780,11960,11960,41860,Mercedes,ML350,2013
33,585324,OH,500/1000,2000,1551.61,0,MALE,45000,-30400,2015-02-21,Vehicle Theft,?,Minor Damage,,WV,Arlington,YES,1,NO,2250,250,250,1750,Toyota,Corolla,2005
39,498759,IL,100/300,1000,1326.98,6000000,FEMALE,64200,0,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,YES,1,?,54120,4510,9020,40590,Jeep,Grand Cherokee,2007
49,795004,OH,250/500,500,862.92,0,MALE,0,-71700,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,NO,0,NO,69480,11580,11580,46320,Saab,95,2007
43,203250,IN,100/300,2000,1331.69,0,FEMALE,0,0,2015-02-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,?,1,NO,66950,10300,10300,46350,Chevrolet,Malibu,2015
46,156636,IN,100/300,1000,870.55,0,MALE,0,-49400,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,?,0,?,80280,13380,13380,53520,Chevrolet,Tahoe,2013
44,284143,IL,500/1000,2000,1344.56,6000000,MALE,0,-39100,2015-02-12,Vehicle Theft,?,Trivial Damage,Police,NY,Northbend,?,1,NO,4680,520,0,4160,Accura,MDX,1999
32,740518,OH,500/1000,1000,1377.04,0,MALE,61400,-41100,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,?,1,NO,39720,6620,6620,26480,Accura,MDX,2002
49,599262,IN,100/300,1000,1525.86,0,FEMALE,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,YES,1,YES,73370,13340,6670,53360,Saab,95,2013
29,357949,OH,500/1000,500,854.58,0,FEMALE,52200,0,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,?,2,YES,86790,7890,23670,55230,Honda,CRV,2003
39,493161,IN,250/500,1000,770.76,0,MALE,0,-53700,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,NO,0,?,49800,9960,4980,34860,Mercedes,ML350,2015
38,320251,IL,100/300,2000,1132.74,0,FEMALE,0,-37500,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,YES,1,NO,77440,7040,14080,56320,Nissan,Ultima,2005
48,231127,IL,500/1000,500,1173.37,8000000,FEMALE,0,-42700,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,?,1,?,42900,8580,0,34320,Accura,TL,1999
46,555374,IL,100/300,1000,876.88,6000000,MALE,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,NO,2,NO,57330,12740,6370,38220,Jeep,Grand Cherokee,1998
24,491484,IL,500/1000,1000,1143.95,0,FEMALE,51400,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,NO,2,?,53370,5930,5930,41510,Nissan,Ultima,2011
29,925128,IL,100/300,2000,1409.06,0,MALE,74200,-68100,2015-01-30,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,NO,2,YES,62920,9680,14520,38720,Accura,MDX,2005
24,265093,IN,500/1000,1000,1070.63,0,FEMALE,0,0,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,?,0,NO,61600,6160,12320,43120,Honda,CRV,2003
30,267808,IL,500/1000,2000,916.13,0,MALE,55300,-58400,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,YES,2,NO,74160,6180,12360,55620,Mercedes,E400,2002
38,116735,OH,250/500,500,1191.5,0,MALE,38600,-52900,2015-01-31,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,NO,2,?,80100,8900,8900,62300,Audi,A3,2015
48,963680,OH,500/1000,1000,1474.66,0,FEMALE,0,-46200,2015-02-17,Parked Car,?,Trivial Damage,Police,NY,Hillsdale,?,2,NO,6560,820,820,4920,Volkswagen,Jetta,2003
34,445694,IL,250/500,1000,1193.45,0,MALE,0,0,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,?,2,YES,58800,11760,5880,41160,Nissan,Pathfinder,1997
60,232854,IL,100/300,2000,1304.83,0,FEMALE,0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,NO,0,NO,60600,5050,10100,45450,Honda,Civic,2001
48,168260,OH,250/500,1000,1168.8,0,FEMALE,0,-42400,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,?,0,YES,35750,6500,3250,26000,Mercedes,E400,2001
27,538955,IN,100/300,1000,1164.97,0,FEMALE,43000,-42500,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,?,1,YES,42840,3570,7140,32130,Chevrolet,Silverado,2004
41,246435,IL,250/500,2000,1800.76,0,MALE,0,-78600,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,NO,1,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,2009
43,582480,IL,500/1000,500,1187.01,7000000,FEMALE,46300,-33000,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,NY,Northbrook,NO,0,?,3840,640,640,2560,Chevrolet,Tahoe,2014
43,345539,IN,100/300,1000,1559.34,0,MALE,0,-51600,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,NO,0,?,77000,14000,7000,56000,Accura,RSX,2004
26,924318,IL,250/500,2000,1137.02,0,FEMALE,31500,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,YES,1,?,88110,16020,16020,56070,Audi,A5,2003
42,726880,IN,100/300,1000,1281.72,0,MALE,33500,-49500,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,NO,0,YES,47740,4340,4340,39060,Honda,Civic,2005
30,190588,OH,100/300,1000,796.35,0,FEMALE,72400,-77000,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,YES,2,YES,58960,5360,10720,42880,Ford,F150,2004
46,246705,OH,250/500,500,1270.02,0,FEMALE,0,-45800,2015-01-08,Parked Car,?,Minor Damage,Police,NC,Northbrook,NO,1,?,2160,480,240,1440,Toyota,Corolla,2004
